Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,static(p),stressTensor_0,stressTensor_1,stressTensor_2,stressTensor_3,stressTensor_4,stressTensor_5,stressTensor_6,stressTensor_7,stressTensor_8,stressTensor_Magnitude,vtkValidPointMask
0,0,0,0,0,0,0,0,0,0,-9029.85,-9029.85,-3.62346e-10,-8.3564e-11,6.45776e-11,-8.3564e-11,-1.68996e-10,3.60929e-10,6.45776e-11,3.60929e-10,1.7603e-09,1.88185e-09,1
1,0,0,0.03,0.03,5.4339e-12,1.84687e-11,7.46464e-11,7.7089e-11,0.03,-9029.85,-9029.85,-4.11359e-10,-7.33788e-11,2.13657e-11,-7.33788e-11,-1.70751e-10,3.00874e-10,2.13657e-11,3.00874e-10,2.02985e-09,2.124e-09,1
2,0,0,0.06,0.06,4.47971e-12,3.39131e-11,1.67471e-10,1.70929e-10,0.06,-9029.85,-9029.85,-4.74938e-10,-6.36589e-11,8.75227e-11,-6.36589e-11,-1.86546e-10,2.77077e-10,8.75227e-11,2.77077e-10,2.62642e-09,2.7084e-09,1
3,0,0,0.09,0.09,7.70921e-12,3.81505e-11,2.46131e-10,2.49189e-10,0.09,-9029.85,-9029.85,-5.29751e-10,-5.04617e-11,1.20368e-10,-5.04617e-11,-1.95547e-10,2.47861e-10,1.20368e-10,2.47861e-10,3.1177e-09,3.1931e-09,1
4,0,0,0.12,0.12,1.05292e-11,4.18262e-11,3.22262e-10,3.25135e-10,0.12,-9029.85,-9029.85,-5.84016e-10,-3.75791e-11,1.44582e-10,-3.75791e-11,-2.04285e-10,2.13779e-10,1.44582e-10,2.13779e-10,3.58259e-09,3.65429e-09,1
5,0,0,0.15,0.15,1.32642e-11,5.16801e-11,4.0942e-10,4.12882e-10,0.15,-9029.85,-9029.85,-6.18338e-10,-2.07629e-11,1.70676e-10,-2.07629e-11,-1.90654e-10,1.95119e-10,1.70676e-10,1.95119e-10,4.10245e-09,4.16942e-09,1
6,0,0,0.18,0.18,7.27615e-12,6.04039e-11,4.77951e-10,4.81808e-10,0.18,-9029.85,-9029.85,-6.64044e-10,-2.31314e-11,1.94233e-10,-2.31314e-11,-1.95042e-10,1.62827e-10,1.94233e-10,1.62827e-10,4.33053e-09,4.40023e-09,1
7,0,0,0.21,0.21,7.11556e-12,7.43355e-11,5.46054e-10,5.51136e-10,0.21,-9029.85,-9029.85,-6.95206e-10,-9.20881e-12,2.06076e-10,-9.20881e-12,-1.87541e-10,1.47958e-10,2.06076e-10,1.47958e-10,4.42605e-09,4.49859e-09,1
8,0,0,0.24,0.24,5.91721e-12,8.70873e-11,6.15282e-10,6.21443e-10,0.24,-9029.85,-9029.85,-7.26214e-10,2.89647e-12,2.12628e-10,2.89647e-12,-1.83038e-10,1.32993e-10,2.12628e-10,1.32993e-10,4.53236e-09,4.6075e-09,1
9,0,0,0.27,0.27,5.64648e-12,9.78779e-11,6.87844e-10,6.94796e-10,0.27,-9029.85,-9029.85,-7.53856e-10,1.20245e-11,2.13471e-10,1.20245e-11,-1.73984e-10,1.06153e-10,2.13471e-10,1.06153e-10,4.60317e-09,4.67993e-09,1
10,0,0,0.3,0.3,5.74694e-12,1.07301e-10,7.61561e-10,7.69104e-10,0.3,-9029.85,-9029.85,-7.84333e-10,2.06138e-11,2.15835e-10,2.06138e-11,-1.66549e-10,7.28548e-11,2.15835e-10,7.28548e-11,4.66755e-09,4.74695e-09,1
11,0,0,0.33,0.33,2.8698e-12,1.14163e-10,8.67108e-10,8.74596e-10,0.33,-9029.85,-9029.85,-8.08946e-10,4.09734e-11,1.9989e-10,4.09734e-11,-1.76221e-10,8.12589e-11,1.9989e-10,8.12589e-11,4.88529e-09,4.96467e-09,1
12,0,0,0.36,0.36,-5.03188e-13,1.21599e-10,9.73304e-10,9.80871e-10,0.36,-9029.85,-9029.85,-8.3593e-10,6.45576e-11,1.84696e-10,6.45576e-11,-1.91641e-10,9.80821e-11,1.84696e-10,9.80821e-11,5.13786e-09,5.21813e-09,1
13,0,0,0.39,0.39,-3.3747e-12,1.26076e-10,1.06535e-09,1.07279e-09,0.39,-9029.85,-9029.85,-8.49164e-10,8.20466e-11,1.96257e-10,8.20466e-11,-1.96018e-10,1.34265e-10,1.96257e-10,1.34265e-10,5.35331e-09,5.43544e-09,1
14,0,0,0.42,0.42,1.35877e-12,1.26476e-10,1.16864e-09,1.17547e-09,0.42,-9029.85,-9029.85,-8.35898e-10,8.87955e-11,2.20801e-10,8.87955e-11,-1.82917e-10,1.44287e-10,2.20801e-10,1.44287e-10,5.46681e-09,5.54735e-09,1
15,0,0,0.45,0.45,1.0755e-11,1.25668e-10,1.28878e-09,1.29494e-09,0.45,-9029.85,-9029.85,-8.0068e-10,8.23591e-11,2.36974e-10,8.23591e-11,-1.61006e-10,1.40078e-10,2.36974e-10,1.40078e-10,5.50518e-09,5.58024e-09,1
16,0,0,0.48,0.48,1.96963e-11,1.24611e-10,1.41448e-09,1.42009e-09,0.48,-9029.85,-9029.85,-7.65843e-10,7.8521e-11,2.46748e-10,7.8521e-11,-1.41577e-10,1.36148e-10,2.46748e-10,1.36148e-10,5.55079e-09,5.62041e-09,1
17,0,0,0.51,0.51,2.78487e-11,1.23182e-10,1.55062e-09,1.55576e-09,0.51,-9029.85,-9029.85,-7.34811e-10,7.88585e-11,2.50974e-10,7.88585e-11,-1.24977e-10,1.36315e-10,2.50974e-10,1.36315e-10,5.61213e-09,5.67689e-09,1
18,0,0,0.54,0.54,3.74405e-11,1.18696e-10,1.74617e-09,1.7506e-09,0.54,-9029.85,-9029.85,-6.96673e-10,9.20264e-11,2.27751e-10,9.20264e-11,-1.19341e-10,1.03429e-10,2.27751e-10,1.03429e-10,5.69116e-09,5.74726e-09,1
19,0,0,0.57,0.57,4.67008e-11,1.14031e-10,1.93263e-09,1.93655e-09,0.57,-9029.85,-9029.85,-6.67022e-10,1.0793e-10,2.03909e-10,1.0793e-10,-1.15398e-10,7.89662e-11,2.03909e-10,7.89662e-11,5.77056e-09,5.82035e-09,1
20,0,0,0.6,0.6,5.55258e-11,1.09131e-10,2.10715e-09,2.1107e-09,0.6,-9029.85,-9029.85,-6.4852e-10,1.27425e-10,1.79252e-10,1.27425e-10,-1.13676e-10,6.55661e-11,1.79252e-10,6.55661e-11,5.85044e-09,5.89631e-09,1
21,0,0,0.63,0.63,6.29673e-11,1.03463e-10,2.2212e-09,2.2245e-09,0.63,-9029.85,-9029.85,-6.641e-10,1.53868e-10,1.62866e-10,1.53868e-10,-1.10136e-10,7.27262e-11,1.62866e-10,7.27262e-11,5.98329e-09,6.03025e-09,1
22,0,0,0.66,0.66,6.98004e-11,1.00371e-10,2.31036e-09,2.31359e-09,0.66,-9029.85,-9029.85,-6.87839e-10,1.49216e-10,1.97133e-10,1.49216e-10,-9.5379e-11,8.60675e-11,1.97133e-10,8.60675e-11,6.04123e-09,6.09227e-09,1
23,0,0,0.69,0.69,8.23582e-11,9.45597e-11,2.42436e-09,2.4276e-09,0.69,-9029.85,-9029.85,-7.33522e-10,1.63384e-10,1.52276e-10,1.63384e-10,-7.76368e-11,1.09311e-10,1.52276e-10,1.09311e-10,6.11044e-09,6.16484e-09,1
24,0,0,0.72,0.72,9.96117e-11,8.85276e-11,2.56255e-09,2.56601e-09,0.72,-9029.85,-9029.85,-7.9716e-10,1.99296e-10,5.34977e-11,1.99296e-10,-5.50462e-11,1.16337e-10,5.34977e-11,1.16337e-10,6.20808e-09,6.26825e-09,1
25,0,0,0.75,0.75,1.06729e-10,8.60843e-11,2.6149e-09,2.61849e-09,0.75,-9029.85,-9029.85,-8.29847e-10,2.00007e-10,5.7714e-11,2.00007e-10,-3.67892e-11,9.97191e-11,5.7714e-11,9.97191e-11,6.24737e-09,6.3108e-09,1
26,0,0,0.78,0.78,1.15652e-10,7.92156e-11,2.72454e-09,2.72814e-09,0.78,-9029.85,-9029.85,-8.65157e-10,2.12741e-10,7.15596e-11,2.12741e-10,-5.16508e-12,1.23814e-10,7.15596e-11,1.23814e-10,6.24793e-09,6.31796e-09,1
27,0,0,0.81,0.81,1.26183e-10,6.84173e-11,2.88221e-09,2.88578e-09,0.81,-9029.85,-9029.85,-9.02525e-10,2.35484e-10,9.34195e-11,2.35484e-10,3.76014e-11,1.83222e-10,9.34195e-11,1.83222e-10,6.21526e-09,6.2961e-09,1
28,0,0,0.84,0.84,1.36731e-10,5.75796e-11,3.03954e-09,3.04316e-09,0.84,-9029.85,-9029.85,-9.39836e-10,2.58138e-10,1.15206e-10,2.58138e-10,8.02717e-11,2.42744e-10,1.15206e-10,2.42744e-10,6.18258e-09,6.27628e-09,1
29,0,0,0.87,0.87,1.47246e-10,4.87141e-11,3.18996e-09,3.19373e-09,0.87,-9029.85,-9029.85,-9.70683e-10,2.77217e-10,1.32519e-10,2.77217e-10,1.15849e-10,2.86129e-10,1.32519e-10,2.86129e-10,6.16223e-09,6.26748e-09,1
30,0,0,0.9,0.9,1.5512e-10,5.09162e-11,3.30448e-09,3.30851e-09,0.9,-9029.85,-9029.85,-9.92147e-10,2.65145e-10,1.45306e-10,2.65145e-10,8.8649e-11,2.60538e-10,1.45306e-10,2.60538e-10,6.21417e-09,6.31875e-09,1
31,0,0,0.93,0.93,1.6446e-10,5.39315e-11,3.38368e-09,3.3881e-09,0.93,-9029.85,-9029.85,-1.06428e-09,2.21645e-10,1.7796e-10,2.21645e-10,3.17743e-12,1.93887e-10,1.7796e-10,1.93887e-10,6.3642e-09,6.4709e-09,1
32,0,0,0.96,0.96,1.72463e-10,5.72737e-11,3.45962e-09,3.46439e-09,0.96,-9029.85,-9029.85,-1.13326e-09,1.73817e-10,2.14099e-10,1.73817e-10,-8.3173e-11,1.2376e-10,2.14099e-10,1.2376e-10,6.52123e-09,6.63328e-09,1
33,0,0,0.99,0.99,1.8333e-10,6.07081e-11,3.54353e-09,3.54879e-09,0.99,-9029.85,-9029.85,-1.19417e-09,1.33143e-10,2.37004e-10,1.33143e-10,-1.68236e-10,6.56909e-11,2.37004e-10,6.56909e-11,6.6644e-09,6.78417e-09,1
34,0,0,1.02,1.02,2.07671e-10,6.51368e-11,3.68015e-09,3.68658e-09,1.02,-9029.85,-9029.85,-1.21153e-09,8.54921e-11,2.72987e-10,8.54921e-11,-2.64502e-10,7.25943e-11,2.72987e-10,7.25943e-11,6.79674e-09,6.92154e-09,1
35,0,0,1.05,1.05,2.21537e-10,7.70768e-11,3.81381e-09,3.82102e-09,1.05,-9029.85,-9029.85,-1.21064e-09,5.03596e-12,2.9291e-10,5.03596e-12,-3.45811e-10,1.07936e-10,2.9291e-10,1.07936e-10,7.03474e-09,7.16015e-09,1
36,0,0,1.08,1.08,2.28183e-10,9.51454e-11,3.98572e-09,3.99338e-09,1.08,-9029.85,-9029.85,-1.23722e-09,-1.94272e-11,1.84694e-10,-1.94272e-11,-4.00955e-10,1.95905e-10,1.84694e-10,1.95905e-10,7.19884e-09,7.32533e-09,1
37,0,0,1.11,1.11,2.34552e-10,1.03734e-10,4.1712e-09,4.17908e-09,1.11,-9029.85,-9029.85,-1.25643e-09,-2.36865e-11,8.19802e-11,-2.36865e-11,-4.78238e-10,3.07415e-10,8.19802e-11,3.07415e-10,7.3484e-09,7.48398e-09,1
38,0,0,1.14,1.14,2.44238e-10,1.19624e-10,4.38367e-09,4.3921e-09,1.14,-9029.85,-9029.85,-1.29984e-09,-3.12667e-11,-3.10921e-11,-3.12667e-11,-5.44894e-10,4.09059e-10,-3.10921e-11,4.09059e-10,7.46869e-09,7.62275e-09,1
39,0,0,1.17,1.17,2.43501e-10,1.27447e-10,4.5264e-09,4.53474e-09,1.17,-9029.85,-9029.85,-1.22716e-09,-9.7218e-11,-2.66498e-11,-9.7218e-11,-6.30484e-10,5.37004e-10,-2.66498e-11,5.37004e-10,7.52843e-09,7.69271e-09,1
40,0,0,1.2,1.2,2.43861e-10,1.34852e-10,4.68325e-09,4.69154e-09,1.2,-9029.85,-9029.85,-1.17386e-09,-1.56077e-10,-3.7144e-11,-1.56077e-10,-7.1418e-10,6.66316e-10,-3.7144e-11,6.66316e-10,7.62991e-09,7.813e-09,1
41,0,0,1.23,1.23,2.4512e-10,1.41831e-10,4.85553e-09,4.86378e-09,1.23,-9029.85,-9029.85,-1.14305e-09,-2.06956e-10,-6.52207e-11,-2.06956e-10,-7.96801e-10,7.9631e-10,-6.52207e-11,7.9631e-10,7.77851e-09,7.98805e-09,1
42,0,0,1.26,1.26,2.28699e-10,1.52027e-10,4.99594e-09,5.00349e-09,1.26,-9029.85,-9029.85,-1.07329e-09,-2.76114e-10,-1.2555e-10,-2.76114e-10,-8.76192e-10,8.92866e-10,-1.2555e-10,8.92866e-10,7.78403e-09,8.01806e-09,1
43,0,0,1.29,1.29,2.14247e-10,1.68336e-10,5.10691e-09,5.11417e-09,1.29,-9029.85,-9029.85,-1.05226e-09,-3.35504e-10,-1.34495e-10,-3.35504e-10,-9.61339e-10,9.97736e-10,-1.34495e-10,9.97736e-10,7.80757e-09,8.07724e-09,1
44,0,0,1.32,1.32,2.01583e-10,1.85118e-10,5.2196e-09,5.22677e-09,1.32,-9029.85,-9029.85,-1.04092e-09,-3.90584e-10,-1.32855e-10,-3.90584e-10,-1.0419e-09,1.10599e-09,-1.32855e-10,1.10599e-09,7.8485e-09,8.15812e-09,1
45,0,0,1.35,1.35,1.88829e-10,2.01393e-10,5.33909e-09,5.34622e-09,1.35,-9029.85,-9029.85,-1.036e-09,-4.40727e-10,-1.3572e-10,-4.40727e-10,-1.10637e-09,1.20765e-09,-1.3572e-10,1.20765e-09,7.8971e-09,8.24643e-09,1
46,0,0,1.38,1.38,1.63692e-10,2.0867e-10,5.47217e-09,5.47859e-09,1.38,-9029.85,-9029.85,-9.24773e-10,-4.70107e-10,-2.73784e-10,-4.70107e-10,-1.09573e-09,1.16867e-09,-2.73784e-10,1.16867e-09,7.83786e-09,8.17382e-09,1
47,0,0,1.41,1.41,1.31658e-10,2.3227e-10,5.6419e-09,5.64821e-09,1.41,-9029.85,-9029.85,-8.22556e-10,-5.01046e-10,-4.69781e-10,-5.01046e-10,-1.05241e-09,1.13666e-09,-4.69781e-10,1.13666e-09,8.20821e-09,8.52563e-09,1
48,0,0,1.44,1.44,7.94958e-11,2.71493e-10,5.96737e-09,5.97407e-09,1.44,-9029.85,-9029.85,-6.77213e-10,-5.53767e-10,-6.92654e-10,-5.53767e-10,-8.43166e-10,1.07479e-09,-6.92654e-10,1.07479e-09,8.62212e-09,8.91032e-09,1
49,0,0,1.47,1.47,4.37067e-11,2.92124e-10,6.19267e-09,6.19971e-09,1.47,-9029.85,-9029.85,-5.78328e-10,-5.98216e-10,-8.58394e-10,-5.98216e-10,-7.24619e-10,1.04631e-09,-8.58394e-10,1.04631e-09,9.13017e-09,9.41268e-09,1
50,0,0,1.5,1.5,1.34132e-11,3.04077e-10,6.36911e-09,6.37638e-09,1.5,-9029.85,-9029.85,-4.92997e-10,-6.288e-10,-9.70145e-10,-6.288e-10,-6.5298e-10,9.78833e-10,-9.70145e-10,9.78833e-10,9.593e-09,9.86329e-09,1
51,0,0,1.53,1.53,-2.9127e-11,3.22601e-10,6.58249e-09,6.59045e-09,1.53,-9029.85,-9029.85,-3.9268e-10,-6.43473e-10,-1.00151e-09,-6.43473e-10,-5.8097e-10,7.78107e-10,-1.00151e-09,7.78107e-10,9.90751e-09,1.01339e-08,1
52,0,0,1.56,1.56,-6.21614e-11,3.33438e-10,6.78764e-09,6.7961e-09,1.56,-9029.85,-9029.85,-3.31655e-10,-6.36418e-10,-9.90616e-10,-6.36418e-10,-5.24028e-10,6.97573e-10,-9.90616e-10,6.97573e-10,1.00372e-08,1.02409e-08,1
53,0,0,1.59,1.59,-8.39966e-11,3.38535e-10,6.9765e-09,6.98521e-09,1.59,-9029.85,-9029.85,-3.03863e-10,-6.02384e-10,-9.74603e-10,-6.02384e-10,-4.87028e-10,7.31577e-10,-9.74603e-10,7.31577e-10,9.96874e-09,1.01686e-08,1
54,0,0,1.62,1.62,-1.082e-10,3.43302e-10,7.19978e-09,7.20877e-09,1.62,-9029.85,-9029.85,-2.74056e-10,-5.61248e-10,-9.68324e-10,-5.61248e-10,-4.44476e-10,7.59692e-10,-9.68324e-10,7.59692e-10,9.94691e-09,1.01426e-08,1
55,0,0,1.65,1.65,-1.25548e-10,3.37185e-10,7.40177e-09,7.41051e-09,1.65,-9029.85,-9029.85,-2.62468e-10,-5.00663e-10,-9.59326e-10,-5.00663e-10,-4.08978e-10,9.7175e-10,-9.59326e-10,9.7175e-10,9.69199e-09,9.91975e-09,1
56,0,0,1.68,1.68,-1.48319e-10,3.27236e-10,7.63383e-09,7.64229e-09,1.68,-9029.85,-9029.85,-2.59013e-10,-4.37482e-10,-8.82954e-10,-4.37482e-10,-3.70201e-10,1.10008e-09,-8.82954e-10,1.10008e-09,9.44387e-09,9.68262e-09,1
57,0,0,1.71,1.71,-1.74782e-10,3.18883e-10,7.93514e-09,7.94347e-09,1.71,-9029.85,-9029.85,-2.93742e-10,-3.90384e-10,-7.15593e-10,-3.90384e-10,-3.18621e-10,1.10715e-09,-7.15593e-10,1.10715e-09,9.41093e-09,9.61946e-09,1
58,0,0,1.74,1.74,-2.03376e-10,3.08099e-10,8.22876e-09,8.23704e-09,1.74,-9029.85,-9029.85,-3.1514e-10,-3.35107e-10,-5.50781e-10,-3.35107e-10,-2.69198e-10,1.11077e-09,-5.50781e-10,1.11077e-09,9.3065e-09,9.49114e-09,1
59,0,0,1.77,1.77,-2.30005e-10,2.97872e-10,8.50674e-09,8.51506e-09,1.77,-9029.85,-9029.85,-3.37093e-10,-2.822e-10,-3.8483e-10,-2.822e-10,-2.23154e-10,1.11598e-09,-3.8483e-10,1.11598e-09,9.20373e-09,9.37114e-09,1
60,0,0,1.8,1.8,-2.49564e-10,2.89577e-10,8.72763e-09,8.736e-09,1.8,-9029.85,-9029.85,-3.60862e-10,-2.37508e-10,-2.16912e-10,-2.37508e-10,-1.8991e-10,1.12541e-09,-2.16912e-10,1.12541e-09,9.10583e-09,9.26404e-09,1
61,0,0,1.83,1.83,-2.68844e-10,2.81102e-10,8.94315e-09,8.95161e-09,1.83,-9029.85,-9029.85,-3.84037e-10,-1.92056e-10,-5.65372e-11,-1.92056e-10,-1.59498e-10,1.12966e-09,-5.65372e-11,1.12966e-09,9.00426e-09,9.15871e-09,1
62,0,0,1.86,1.86,-2.82177e-10,2.94588e-10,9.07483e-09,9.08399e-09,1.86,-9029.85,-9029.85,-4.10216e-10,-1.48196e-10,-2.62869e-11,-1.48196e-10,-1.49954e-10,9.65093e-10,-2.62869e-11,9.65093e-10,9.01628e-09,9.13193e-09,1
63,0,0,1.89,1.89,-2.96714e-10,3.156e-10,9.28609e-09,9.29619e-09,1.89,-9029.85,-9029.85,-4.51758e-10,-1.16311e-10,-5.36558e-11,-1.16311e-10,-1.4583e-10,8.06163e-10,-5.36558e-11,8.06163e-10,9.18641e-09,9.27082e-09,1
64,0,0,1.92,1.92,-3.10947e-10,3.30893e-10,9.41352e-09,9.42447e-09,1.92,-9029.85,-9029.85,-4.79386e-10,-7.51479e-11,-3.00213e-11,-7.51479e-11,-1.44755e-10,6.52278e-10,-3.00213e-11,6.52278e-10,9.32765e-09,9.38721e-09,1
65,0,0,1.95,1.95,-3.24036e-10,3.43669e-10,9.49052e-09,9.50227e-09,1.95,-9029.85,-9029.85,-4.99407e-10,-2.99539e-11,3.39514e-11,-2.99539e-11,-1.47781e-10,4.95563e-10,3.39514e-11,4.95563e-10,9.4505e-09,9.49097e-09,1
66,0,0,1.98,1.98,-3.37135e-10,3.56485e-10,9.5667e-09,9.57927e-09,1.98,-9029.85,-9029.85,-5.19817e-10,1.42216e-11,9.80026e-11,1.42216e-11,-1.51514e-10,3.4118e-10,9.80026e-11,3.4118e-10,9.57148e-09,9.59994e-09,1
67,0,0,2.01,2.01,-3.46512e-10,3.6399e-10,9.81306e-09,9.82592e-09,2.01,-9029.85,-9029.85,-5.83403e-10,5.87268e-11,1.61985e-10,5.87268e-11,-1.66805e-10,9.84788e-11,1.61985e-10,9.84788e-11,9.69358e-09,9.71661e-09,1
68,0,0,2.04,2.04,-3.53633e-10,3.68291e-10,1.01624e-08,1.01752e-08,2.04,-9029.85,-9029.85,-6.73409e-10,1.02921e-10,2.25966e-10,1.02921e-10,-1.89472e-10,-1.96693e-10,2.25966e-10,-1.96693e-10,9.81542e-09,9.85051e-09,1
69,0,0,2.07,2.07,-3.60676e-10,3.72543e-10,1.05144e-08,1.05271e-08,2.07,-9029.85,-9029.85,-7.65555e-10,1.44632e-10,2.90137e-10,1.44632e-10,-2.14191e-10,-4.88589e-10,2.90137e-10,-4.88589e-10,9.93269e-09,9.9989e-09,1
70,0,0,2.1,2.1,-3.70842e-10,3.79253e-10,1.08276e-08,1.08406e-08,2.1,-9029.85,-9029.85,-8.59906e-10,1.83503e-10,3.49136e-10,1.83503e-10,-2.51405e-10,-7.13632e-10,3.49136e-10,-7.13632e-10,9.97076e-09,1.00771e-08,1
71,0,0,2.13,2.13,-3.82204e-10,3.84062e-10,1.10322e-08,1.10455e-08,2.13,-9029.85,-9029.85,-9.27196e-10,2.15238e-10,3.63184e-10,2.15238e-10,-2.84537e-10,-8.29114e-10,3.63184e-10,-8.29114e-10,9.85535e-09,9.98999e-09,1
72,0,0,2.16,2.16,-3.83078e-10,3.73451e-10,1.11848e-08,1.11976e-08,2.16,-9029.85,-9029.85,-9.73369e-10,2.16908e-10,4.07017e-10,2.16908e-10,-2.97343e-10,-8.51911e-10,4.07017e-10,-8.51911e-10,9.57949e-09,9.73034e-09,1
73,0,0,2.19,2.19,-3.85537e-10,3.44969e-10,1.13282e-08,1.134e-08,2.19,-9029.85,-9029.85,-1.02543e-09,1.92754e-10,3.03098e-10,1.92754e-10,-3.03937e-10,-9.70384e-10,3.03098e-10,-9.70384e-10,9.2363e-09,9.41246e-09,1
74,0,0,2.22,2.22,-3.84952e-10,3.12391e-10,1.13937e-08,1.14045e-08,2.22,-9029.85,-9029.85,-1.09053e-09,1.61285e-10,3.99929e-10,1.61285e-10,-2.86742e-10,-1.03455e-09,3.99929e-10,-1.03455e-09,8.66862e-09,8.8842e-09,1
75,0,0,2.25,2.25,-3.84205e-10,2.79618e-10,1.14581e-08,1.1468e-08,2.25,-9029.85,-9029.85,-1.15471e-09,1.27903e-10,4.89886e-10,1.27903e-10,-2.69718e-10,-1.09951e-09,4.89886e-10,-1.09951e-09,8.09331e-09,8.35693e-09,1
76,0,0,2.28,2.28,-3.83444e-10,2.44027e-10,1.15517e-08,1.15607e-08,2.28,-9029.85,-9029.85,-1.23293e-09,9.63083e-11,5.68603e-10,9.63083e-11,-2.59872e-10,-1.15042e-09,5.68603e-10,-1.15042e-09,7.58037e-09,7.89695e-09,1
77,0,0,2.31,2.31,-3.8282e-10,1.9508e-10,1.17879e-08,1.17958e-08,2.31,-9029.85,-9029.85,-1.38012e-09,7.58435e-11,6.0205e-10,7.58435e-11,-2.84457e-10,-1.13244e-09,6.0205e-10,-1.13244e-09,7.37851e-09,7.72848e-09,1
78,0,0,2.34,2.34,-3.82046e-10,1.45904e-10,1.20236e-08,1.20306e-08,2.34,-9029.85,-9029.85,-1.52671e-09,5.36311e-11,6.2892e-10,5.36311e-11,-3.09322e-10,-1.11497e-09,6.2892e-10,-1.11497e-09,7.17061e-09,7.55827e-09,1
79,0,0,2.37,2.37,-3.81527e-10,9.76809e-11,1.22524e-08,1.22588e-08,2.37,-9029.85,-9029.85,-1.6705e-09,2.88308e-11,6.41268e-10,2.88308e-11,-3.35915e-10,-1.0982e-09,6.41268e-10,-1.0982e-09,6.95175e-09,7.38014e-09,1
80,0,0,2.4,2.4,-3.75098e-10,6.55488e-11,1.23856e-08,1.23915e-08,2.4,-9029.85,-9029.85,-1.75359e-09,-7.07505e-12,6.52481e-10,-7.07505e-12,-3.32447e-10,-1.15395e-09,6.52481e-10,-1.15395e-09,6.84307e-09,7.31628e-09,1
81,0,0,2.43,2.43,-3.55191e-10,4.12664e-11,1.24318e-08,1.24369e-08,2.43,-9029.85,-9029.85,-1.80046e-09,-1.68862e-11,7.11413e-10,-1.68862e-11,-3.48956e-10,-1.19808e-09,7.11413e-10,-1.19808e-09,6.8899e-09,7.39714e-09,1
82,0,0,2.46,2.46,-3.34665e-10,1.06538e-11,1.25694e-08,1.25739e-08,2.46,-9029.85,-9029.85,-1.81922e-09,-2.19572e-11,6.9867e-10,-2.19572e-11,-3.70354e-10,-1.39889e-09,6.9867e-10,-1.39889e-09,7.22841e-09,7.78381e-09,1
83,0,0,2.49,2.49,-3.15784e-10,-2.21785e-11,1.27332e-08,1.27371e-08,2.49,-9029.85,-9029.85,-1.83709e-09,-3.06704e-11,6.72324e-10,-3.06704e-11,-3.85074e-10,-1.6228e-09,6.72324e-10,-1.6228e-09,7.59793e-09,8.21124e-09,1
84,0,0,2.52,2.52,-2.96848e-10,-5.50432e-11,1.28972e-08,1.29008e-08,2.52,-9029.85,-9029.85,-1.85515e-09,-3.93472e-11,6.46241e-10,-3.93472e-11,-4.00045e-10,-1.84637e-09,6.46241e-10,-1.84637e-09,7.96742e-09,8.64511e-09,1
85,0,0,2.55,2.55,-2.74893e-10,-8.6258e-11,1.3034e-08,1.30372e-08,2.55,-9029.85,-9029.85,-1.86261e-09,-4.45085e-11,6.28948e-10,-4.45085e-11,-4.26501e-10,-2.04488e-09,6.28948e-10,-2.04488e-09,8.31955e-09,9.05673e-09,1
86,0,0,2.58,2.58,-2.47042e-10,-1.13863e-10,1.31141e-08,1.31169e-08,2.58,-9029.85,-9029.85,-1.84829e-09,-4.22818e-11,6.29822e-10,-4.22818e-11,-4.75605e-10,-2.19256e-09,6.29822e-10,-2.19256e-09,8.63533e-09,9.41398e-09,1
87,0,0,2.61,2.61,-2.12462e-10,-1.58837e-10,1.33327e-08,1.33354e-08,2.61,-9029.85,-9029.85,-1.92167e-09,-4.55358e-11,7.17675e-10,-4.55358e-11,-5.50197e-10,-2.24834e-09,7.17675e-10,-2.24834e-09,9.00819e-09,9.81261e-09,1
88,0,0,2.64,2.64,-1.75806e-10,-2.09122e-10,1.35936e-08,1.35963e-08,2.64,-9029.85,-9029.85,-2.02165e-09,-5.05105e-11,8.31802e-10,-5.05105e-11,-6.32597e-10,-2.27627e-09,8.31802e-10,-2.27627e-09,9.39857e-09,1.02261e-08,1
89,0,0,2.67,2.67,-1.39151e-10,-2.59407e-10,1.38545e-08,1.38576e-08,2.67,-9029.85,-9029.85,-2.12163e-09,-5.54835e-11,9.45932e-10,-5.54835e-11,-7.14994e-10,-2.30419e-09,9.45932e-10,-2.30419e-09,9.78895e-09,1.06419e-08,1
90,0,0,2.7,2.7,-1.02499e-10,-3.09688e-10,1.41153e-08,1.41191e-08,2.7,-9029.85,-9029.85,-2.22162e-09,-6.04519e-11,1.06007e-09,-6.04519e-11,-7.97386e-10,-2.33211e-09,1.06007e-09,-2.33211e-09,1.01793e-08,1.10599e-08,1
91,0,0,2.73,2.73,-6.58589e-11,-3.59955e-10,1.43761e-08,1.43808e-08,2.73,-9029.85,-9029.85,-2.32161e-09,-6.53992e-11,1.17427e-09,-6.53992e-11,-8.79752e-10,-2.36001e-09,1.17427e-09,-2.36001e-09,1.05696e-08,1.14798e-08,1
92,0,0,2.76,2.76,-3.24959e-11,-4.03637e-10,1.46023e-08,1.46079e-08,2.76,-9029.85,-9029.85,-2.3922e-09,-7.53228e-11,1.27231e-09,-7.53228e-11,-9.66781e-10,-2.3418e-09,1.27231e-09,-2.3418e-09,1.09102e-08,1.18282e-08,1
